Date,Code,weigh,temperature,Humidity(out),PH,Humidity,sum,result
4,A40,0,25,75,7,7.8,0,fail
5,A40,0,25,75,7.2,7.5,0,fail
6,A40,0,25,75,7.2,6,0,fail
7,A40,0,25,75,7.2,6.5,0,fail
8,A40,0,25,75,7.2,6.5,0,fail
9,A40,0,25,75,7.2,6.2,0,fail
10,A40,0,25,75,7.2,7,0,fail
11,A40,0,25,75,7.2,7.2,0,fail
12,A40,0,25,75,7.2,5.5,0,fail
13,A40,0,25,75,7.2,5.2,0,fail
14,A40,0,25,75,7.2,4.8,0,fail
15,A40,0,25,75,7.2,4.5,0,fail
16,A40,0,25,75,7.2,3,0,fail
17,A40,0,25,75,7.5,3.5,0,fail
18,A40,0,25,75,7.5,4,0,fail
19,A40,0,25,75,7.5,5.8,0,fail
20,A40,0,25,75,7.5,6,0,fail
21,A40,0,25,75,7.5,5.5,0,fail
22,A40,0,25,75,7.5,5.2,0,fail
23,A40,0,25,75,7.5,6.8,0,fail
24,A40,0,25,75,7.5,7,0,fail
25,A40,0,25,75,7.5,7.8,0,fail
26,A40,0,25,75,7.5,7.5,0,fail
27,A40,0,25,75,7.5,8,0,fail
28,A40,0,25,75,7.5,7.5,0,fail
29,A40,0,25,75,7.5,6,0,fail
1,A41,0,25,75,7,8.5,0,fail
2,A41,0,25,75,7,8.2,0,fail
3,A41,0,25,75,7,9,0,fail
4,A41,0,25,75,7,9.5,0,fail
5,A41,0,25,75,7,8,0,fail
6,A41,0,25,75,7,8.4,0,fail
7,A41,0,25,75,7,7,0,fail
8,A41,80,25,75,7,6,80,good
9,A41,0,25,75,7,6.2,0,fail
10,A41,0,25,75,7,7,0,fail
11,A41,0,25,75,7,8.5,0,fail
12,A41,0,25,75,7,8.8,0,fail
13,A41,0,25,75,7,7.8,0,fail
14,A41,0,25,75,7,7.5,0,fail
15,A41,0,25,75,7,8,0,fail
16,A41,35,25,75,7,4.5,115,bad
17,A41,0,25,75,7,5.2,0,fail
18,A41,0,25,75,7.2,6,0,fail
19,A41,0,25,75,7.2,6.2,0,fail
20,A41,0,25,75,7.2,6.8,0,fail
21,A41,0,25,75,7.2,7,0,fail
22,A41,0,25,75,7.2,8.2,0,fail
23,A41,0,25,75,7.2,8.8,0,fail
24,A41,0,25,75,7.2,5,0,fail
25,A41,0,25,75,7.2,5.6,0,fail
26,A41,0,25,75,7.2,7.5,0,fail
27,A41,0,25,75,7.2,8,0,fail
28,A41,0,25,75,7.2,7.5,0,fail
29,A41,0,25,75,7.2,7,0,fail
1,A42,0,25,75,7,8.5,0,fail
2,A42,0,25,75,7,8.2,0,fail
3,A42,0,25,75,7,7,0,fail
4,A42,80,25,75,7,7.8,80,good
5,A42,0,25,75,7,6.9,0,fail
6,A42,0,25,75,7.2,5.5,0,fail
7,A42,0,25,75,7.2,5.2,0,fail
8,A42,0,25,75,7.2,6,0,fail
9,A42,0,25,75,7.2,6.2,0,fail
10,A42,0,25,75,7.2,7,0,fail
11,A42,0,25,75,7.2,7.8,0,fail
12,A42,0,25,75,7.2,7.8,0,fail
13,A42,0,25,75,7.2,8.2,0,fail
14,A42,0,25,75,7.2,8,0,fail
15,A42,0,25,75,7.2,8.5,0,fail
16,A42,0,25,75,7.2,9,0,fail
17,A42,0,25,75,7,9.2,0,fail
18,A42,0,25,75,7,7.5,0,fail
19,A42,0,25,75,7,6.2,0,fail
20,A42,0,25,75,7,7.4,0,fail
21,A42,0,25,75,7,5.5,0,fail
22,A42,0,25,75,7,5.2,0,fail
23,A42,0,25,75,7,4.5,0,fail
24,A42,0,25,75,7,4,0,fail
25,A42,20,25,75,7,4.6,100,very bad
26,A42,0,25,75,7,7.5,0,fail
27,A42,0,25,75,7,8,0,fail
28,A42,0,25,75,7,7.5,0,fail
29,A42,0,25,75,7,6,0,fail
1,A43,0,25,75,7,8.5,0,fail
2,A43,0,25,75,7,8.8,0,fail
3,A43,0,25,75,7,9,0,fail
4,A43,0,25,75,7,6.5,0,fail
5,A43,0,25,75,7,6.9,0,fail
6,A43,0,25,75,7.2,5.5,0,fail
7,A43,0,25,75,7.2,5.2,0,fail
8,A43,0,25,75,7.2,6,0,fail
9,A43,0,25,75,7.2,6.2,0,fail
10,A43,0,25,75,7.2,7,0,fail
11,A43,0,25,75,7.2,5.2,0,fail
12,A43,0,25,75,7.2,4.8,0,fail
13,A43,0,25,75,7.2,4.2,0,fail
14,A43,0,25,75,7.2,4,0,fail
15,A43,0,25,75,7.2,3.2,0,fail
16,A43,0,25,75,7.2,4,0,fail
17,A43,0,25,75,7.5,3.5,0,fail
18,A43,0,25,75,7.5,5.2,0,fail
19,A43,0,25,75,7.5,5.8,0,fail
20,A43,0,25,75,7.5,6,0,fail
21,A43,0,25,75,7.5,7.8,0,fail
22,A43,0,25,75,7.5,8,0,fail
23,A43,0,25,75,7.5,8.5,0,fail
24,A43,0,25,75,7.5,8.8,0,fail
25,A43,0,25,75,7.5,8.2,0,fail
26,A43,0,25,75,7.5,8.4,0,fail
27,A43,0,25,75,7.5,7,0,fail
28,A43,0,25,75,7.5,7.5,0,fail
29,A43,0,25,75,7.5,6,0,fail
1,A44,0,25,75,7,8.5,0,fail
2,A44,0,25,75,7,8.2,0,fail
3,A44,0,25,75,7,7,0,fail
4,A44,80,25,75,7.2,7.8,80,good
5,A44,0,25,75,7.2,6.9,0,fail
6,A44,0,25,75,7.2,7,0,fail
7,A44,0,25,75,7.2,7.8,0,fail
8,A44,0,25,75,7.2,7.5,0,fail
9,A44,0,25,75,7.2,6.5,0,fail
10,A44,0,25,75,7.2,7,0,fail
11,A44,0,25,75,7.2,7.8,0,fail
12,A44,0,25,75,7.2,8.2,0,fail
13,A44,0,25,75,7.2,8.2,0,fail
14,A44,0,25,75,7.2,8,0,fail
15,A44,0,25,75,7.4,9.2,0,fail
16,A44,0,25,75,7.4,9,0,fail
17,A44,0,25,75,7.4,9,0,fail
18,A44,0,25,75,7.4,8.8,0,fail
19,A44,0,25,75,7.4,8.5,0,fail
20,A44,0,25,75,7.4,7.4,0,fail
21,A44,0,25,75,7.4,5.5,0,fail
22,A44,0,25,75,7.4,5.2,0,fail
23,A44,0,25,75,7.4,4.8,0,fail
24,A44,0,25,75,7.4,4,0,fail
25,A44,0,25,75,7.4,8.8,0,fail
26,A44,0,25,75,7.4,7.5,0,fail
27,A44,0,25,75,7.5,7.8,0,fail
28,A44,0,25,75,7.5,8,0,fail
29,A44,140,25,75,7.5,10,220,over
1,A45,140,25,75,6.9,9.8,140,over
2,A45,0,25,75,6.9,9,0,fail
3,A45,0,25,75,6.9,9.2,0,fail
4,A45,0,25,75,6.9,8.8,0,fail
5,A45,0,25,75,6.9,8.2,0,fail
6,A45,0,25,75,6.9,7.5,0,fail
7,A45,0,25,75,6.9,7.8,0,fail
8,A45,0,25,75,6.9,7,0,fail
9,A45,0,25,75,6.9,6.5,0,fail
10,A45,0,25,75,6.9,5.5,0,fail
11,A45,0,25,75,7,4.2,0,fail
12,A45,0,25,75,7,4.8,0,fail
13,A45,0,25,75,7,5.8,0,fail
14,A45,0,25,75,7,6.2,0,fail
15,A45,0,25,75,7,6.5,0,fail
16,A45,0,25,75,7,5,0,fail
17,A45,0,25,75,7,5.5,0,fail
18,A45,0,25,75,7,5.8,0,fail
19,A45,0,25,75,7,4.5,0,fail
20,A45,0,25,75,7,6,0,fail
21,A45,0,25,75,7,6.2,0,fail
22,A45,0,25,75,7,7,0,fail
23,A45,0,25,75,7,7.8,0,fail
24,A45,0,25,75,7,8.2,0,fail
25,A45,0,25,75,7,8.5,0,fail
26,A45,0,25,75,7,9,0,fail
27,A45,0,25,75,7.2,9.2,0,fail
28,A45,90,25,75,7.2,8.3,230,good
29,A45,0,25,75,7.2,8,0,fail
1,A46,0,25,75,7,8.8,0,fail
2,A46,0,25,75,7,9,0,fail
3,A46,0,25,75,7,9.2,0,fail
4,A46,0,25,75,7,9,0,fail
5,A46,0,25,75,7,8.2,0,fail
6,A46,0,25,75,7,8.5,0,fail
7,A46,0,25,75,7,7,0,fail
8,A46,0,25,75,7,6.2,0,fail
9,A46,0,25,75,7,6.5,0,fail
10,A46,0,25,75,7,7.7,0,fail
11,A46,135,25,75,7,9.5,135,over
12,A46,0,25,75,7,8,0,fail
13,A46,0,25,75,7,8.5,0,fail
14,A46,0,25,75,7,8.8,0,fail
15,A46,0,25,75,7.2,9,0,fail
16,A46,0,25,75,7.2,7.8,0,fail
17,A46,0,25,75,7.2,7.5,0,fail
18,A46,0,25,75,7.2,7.2,0,fail
19,A46,0,25,75,7.2,6.5,0,fail
20,A46,0,25,75,7.2,6,0,fail
21,A46,0,25,75,7.2,6.2,0,fail
22,A46,0,25,75,7.2,7,0,fail
23,A46,0,25,75,7.2,7.5,0,fail
24,A46,0,25,75,7.2,7.2,0,fail
25,A46,60,25,75,7.2,6.5,195,normal
26,A46,0,25,75,7.2,4.5,0,fail
27,A46,0,25,75,7.2,5,0,fail
28,A46,0,25,75,7.2,4.7,0,fail
29,A46,0,25,75,7.2,6,0,fail
1,A46,0,25,75,7,8.8,0,fail
2,A46,0,25,75,7,9,0,fail
3,A46,0,25,75,7,9.2,0,fail
4,A46,0,25,75,7,9,0,fail
5,A46,0,25,75,7,8.2,0,fail
6,A46,0,25,75,7,8.5,0,fail
7,A46,0,25,75,7,7,0,fail
8,A46,0,25,75,7,6.2,0,fail
9,A46,0,25,75,7,6.5,0,fail
10,A46,0,25,75,7,7.7,0,fail
11,A46,135,25,75,7,9.5,135,very bad
12,A46,0,25,75,7,8,0,fail
13,A46,0,25,75,7,8.5,0,fail
14,A46,0,25,75,7,8.8,0,fail
15,A46,0,25,75,7.2,9,0,fail
16,A46,0,25,75,7.2,7.8,0,fail
17,A46,0,25,75,7.2,7.5,0,fail
18,A46,0,25,75,7.2,7.2,0,fail
19,A46,0,25,75,7.2,6.5,0,fail
20,A46,0,25,75,7.2,6,0,fail
21,A46,0,25,75,7.2,6.2,0,fail
22,A46,0,25,75,7.2,7,0,fail
23,A46,0,25,75,7.2,7.5,0,fail
24,A46,0,25,75,7.2,7.2,0,fail
25,A46,60,25,75,7.2,6.5,195,normal
26,A46,0,25,75,7.2,4.5,0,fail
27,A46,0,25,75,7.2,5,0,fail
28,A46,0,25,75,7.2,4.7,0,fail
29,A46,0,25,75,7.2,6,0,fail
1,A47,0,25,75,7,6.9,0,fail
2,A47,0,25,75,7,5.5,0,fail
3,A47,0,25,75,7,6,0,fail
4,A47,0,25,75,7,5.8,0,fail
5,A47,0,25,75,7,6.2,0,fail
6,A47,0,25,75,7,7.5,0,fail
7,A47,0,25,75,7,7.8,0,fail
8,A47,100,25,75,7,8.3,100,very good
9,A47,0,25,75,7,5.5,0,fail
10,A47,30,25,75,7,4.8,130,very bad
11,A47,0,25,75,7,6,0,fail
12,A47,0,25,75,7,6.9,0,fail
13,A47,0,25,75,7,6.2,0,fail
14,A47,0,25,75,7,5.8,0,fail
15,A47,0,25,75,7,7.8,0,fail
16,A47,0,25,75,7,7.5,0,fail
17,A47,0,25,75,7.2,5.5,0,fail
18,A47,0,25,75,7.2,5.2,0,fail
19,A47,0,25,75,7.2,4.7,0,fail
20,A47,0,25,75,7.2,4,0,fail
21,A47,0,25,75,7.2,6.2,0,fail
22,A47,0,25,75,7.2,7,0,fail
23,A47,0,25,75,7.2,7.5,0,fail
24,A47,0,25,75,7.2,6.2,0,fail
25,A47,0,25,75,7.2,5.5,0,fail
26,A47,0,25,75,7.2,5.2,0,fail
27,A47,0,25,75,7.2,4.7,0,fail
28,A47,60,25,75,7.2,6.2,190,bad
29,A47,0,25,75,7.2,7.5,0,fail
1,A48,0,25,75,6.8,9,0,fail
2,A48,0,25,75,6.8,9.5,0,fail
3,A48,70,25,75,7,7,70,normal
4,A48,0,25,75,7,6.9,0,fail
5,A48,0,25,75,7,5.5,0,fail
6,A48,0,25,75,7,6,0,fail
7,A48,0,25,75,7,5.8,0,fail
8,A48,0,25,75,7,5,0,fail
9,A48,0,25,75,7,4.8,0,fail
10,A48,0,25,75,7,4.5,0,fail
11,A48,0,25,75,7,5.2,0,fail
12,A48,0,25,75,7,4.8,0,fail
13,A48,0,25,75,7,5,0,fail
14,A48,135,25,75,7,9.5,205,very bad
15,A48,0,25,75,7,6,0,fail
16,A48,0,25,75,7,7.3,0,fail
17,A48,0,25,75,7.2,8,0,fail
18,A48,0,25,75,7.2,7.5,0,fail
19,A48,0,25,75,7.2,7,0,fail
20,A48,0,25,75,7.2,6.5,0,fail
21,A48,0,25,75,7.2,8,0,fail
22,A48,0,25,75,7.2,4.7,0,fail
23,A48,0,25,75,7.2,4,0,fail
24,A48,0,25,75,7.2,5.8,0,fail
25,A48,80,25,75,7.2,7.7,285,good
26,A48,0,25,75,7.2,6.5,0,fail
27,A48,0,25,75,7.2,7,0,fail
28,A48,0,25,75,7.2,7.2,0,fail
29,A48,0,25,75,7.2,8,0,fail
1,A49,0,25,75,7,7.3,0,fail
2,A49,0,25,75,7,7.8,0,fail
3,A49,0,25,75,7,7,0,fail
4,A49,0,25,75,7,6.2,0,fail
5,A49,70,25,75,7,6.7,70,normal
6,A49,0,25,75,7,8,0,fail
7,A49,0,25,75,7,8.5,0,fail
8,A49,0,25,75,7,9,0,fail
9,A49,0,25,75,7,9.2,0,fail
10,A49,0,25,75,7,8,0,fail
11,A49,0,25,75,7,7.8,0,fail
12,A49,0,25,75,7,8.2,0,fail
13,A49,0,25,75,7,8.5,0,fail
14,A49,140,25,75,7.2,9.5,210,over
15,A49,0,25,75,7.2,9,0,fail
16,A49,0,25,75,7.2,8.2,0,fail
17,A49,0,25,75,7.2,8.5,0,fail
18,A49,0,25,75,7.2,8.8,0,fail
19,A49,0,25,75,7.2,6.7,0,fail
20,A49,0,25,75,7.2,5.5,0,fail
21,A49,0,25,75,7.2,4.8,0,fail
22,A49,0,25,75,7.2,6.7,0,fail
23,A49,0,25,75,7.2,7,0,fail
24,A49,0,25,75,7.2,7.5,0,fail
25,A49,100,25,75,7.3,8.5,310,very good
26,A49,0,25,75,7.3,7.5,0,fail
27,A49,0,25,75,7.3,7.2,0,fail
28,A49,0,25,75,7.3,7.8,0,fail
29,A49,0,25,75,7.3,8,0,fail
1,A50,0,25,75,7,6.9,0,fail
2,A50,0,25,75,7,7,0,fail
3,A50,0,25,75,7,7.5,0,fail
4,A50,0,25,75,7,7.8,0,fail
5,A50,90,25,75,7,7.8,90,good
6,A50,0,25,75,7,6.2,0,fail
7,A50,0,25,75,7,6.5,0,fail
8,A50,0,25,75,7,7.5,0,fail
9,A50,0,25,75,7,7,0,fail
10,A50,0,25,75,7,5.5,0,fail
11,A50,0,25,75,7,5.2,0,fail
12,A50,0,25,75,7,4.8,0,fail
13,A50,0,25,75,7,5,0,fail
14,A50,0,25,75,7,5.8,0,fail
15,A50,0,25,75,7,6,0,fail
16,A50,0,25,75,7,6.9,0,fail
17,A50,0,25,75,7,7.5,0,fail
18,A50,0,25,75,7,7.8,0,fail
19,A50,0,25,75,7,8,0,fail
20,A50,0,25,75,7.2,5.8,0,fail
21,A50,0,25,75,7.2,5.5,0,fail
22,A50,0,25,75,7.2,6,0,fail
23,A50,50,25,75,7.2,5.3,140,bad
24,A50,0,25,75,7.2,5.4,0,fail
25,A50,0,25,75,7.2,7,0,fail
26,A50,0,25,75,7.2,7.5,0,fail
27,A50,0,25,75,7.2,8.8,0,fail
28,A50,0,25,75,7.2,7.2,0,fail
29,A50,0,25,75,7.3,8,0,fail
1,A51,0,25,75,7,5.5,0,fail
2,A51,0,25,75,7,5.8,0,fail
3,A51,0,25,75,7,6,0,fail
4,A51,0,25,75,7,6.8,0,fail
5,A51,0,25,75,7,7,0,fail
6,A51,0,25,75,7,7.2,0,fail
7,A51,0,25,75,7,7.5,0,fail
8,A51,90,25,75,7,7.8,90,good
9,A51,0,25,75,7,8.2,0,fail
10,A51,0,25,75,7,8.5,0,fail
11,A51,0,25,75,7,9,0,fail
12,A51,0,25,75,7,8.2,0,fail
13,A51,0,25,75,7,8.8,0,fail
14,A51,0,25,75,7,7.8,0,fail
15,A51,0,25,75,7,6.5,0,fail
16,A51,0,25,75,7,6.2,0,fail
17,A51,0,25,75,7,5,0,fail
18,A51,0,25,75,7,6.7,0,fail
19,A51,0,25,75,7,5.8,0,fail
20,A51,0,25,75,7,6,0,fail
21,A51,0,25,75,7,4.8,0,fail
22,A51,0,25,75,7,5.2,0,fail
23,A51,0,25,75,7,6.8,0,fail
24,A51,135,25,75,7.3,9.5,225,over
25,A51,0,25,75,7.3,9,0,fail
26,A51,0,25,75,7.3,8.5,0,fail
27,A51,0,25,75,7.3,7.5,0,fail
28,A51,0,25,75,7.3,7.2,0,fail
29,A51,0,25,75,7.3,7.8,0,fail
1,A52,0,25,75,7,7.8,0,fail
2,A52,0,25,75,7,7.5,0,fail
3,A52,0,25,75,7,7.2,0,fail
4,A52,0,25,75,7,8.2,0,fail
5,A52,90,25,75,7,8,90,good
6,A52,0,25,75,7,7.8,0,fail
7,A52,0,25,75,7,7,0,fail
8,A52,0,25,75,7,6.7,0,fail
9,A52,0,25,75,7,6.5,0,fail
10,A52,0,25,75,7.2,6.7,0,fail
11,A52,0,25,75,7.2,8.2,0,fail
12,A52,0,25,75,7.2,8.5,0,fail
13,A52,0,25,75,7.2,7.2,0,fail
14,A52,0,25,75,7.2,6.7,0,fail
15,A52,0,25,75,7.2,6.5,0,fail
16,A52,0,25,75,7.2,5,0,fail
17,A52,0,25,75,7.2,4.8,0,fail
18,A52,0,25,75,7.2,5,0,fail
19,A52,0,25,75,7.2,5.5,0,fail
20,A52,0,25,75,7.2,5.2,0,fail
21,A52,0,25,75,7,6.7,0,fail
22,A52,0,25,75,7,7,0,fail
23,A52,0,25,75,7,7.2,0,fail
24,A52,0,25,75,7,7.5,0,fail
25,A52,70,25,75,7,6.8,160,normal
26,A52,0,25,75,7,5.5,0,fail
27,A52,0,25,75,7,5.2,0,fail
28,A52,0,25,75,7,5.8,0,fail
29,A52,0,25,75,7,6,0,fail
1,A53,0,25,75,7,6.8,0,fail
2,A53,0,25,75,7,6.5,0,fail
3,A53,0,25,75,7,7.2,0,fail
4,A53,0,25,75,7,7.8,0,fail
5,A53,0,25,75,7,8.5,0,fail
6,A53,0,25,75,7,8.8,0,fail
7,A53,0,25,75,7,7,0,fail
8,A53,0,25,75,7,7.2,0,fail
9,A53,0,25,75,7,6.5,0,fail
10,A53,0,25,75,7,6,0,fail
11,A53,0,25,75,7,8.2,0,fail
12,A53,135,25,75,7.2,9.6,135,over
13,A53,0,25,75,7.2,8.5,0,fail
14,A53,0,25,75,7.2,8,0,fail
15,A53,0,25,75,7.2,7.8,0,fail
16,A53,0,25,75,7.2,7.5,0,fail
17,A53,0,25,75,7.2,7,0,fail
18,A53,0,25,75,7.2,6.8,0,fail
19,A53,0,25,75,7.2,6,0,fail
20,A53,0,25,75,7.2,5.8,0,fail
21,A53,0,25,75,7.2,5,0,fail
22,A53,0,25,75,7.2,4.8,0,fail
23,A53,0,25,75,7.4,4.7,0,fail
24,A53,0,25,75,7.4,6.5,0,fail
25,A53,0,25,75,7.4,6.2,0,fail
26,A53,0,25,75,7.4,7,0,fail
27,A53,0,25,75,7.4,4.7,0,fail
28,A53,70,25,75,7.4,7.5,205,normal
29,A53,0,25,75,7.4,6.5,0,fail
1,A54,0,25,75,7,6.8,0,fail
2,A54,0,25,75,7,6.5,0,fail
3,A54,0,25,75,7,7.2,0,fail
4,A54,0,25,75,7,7.8,0,fail
5,A54,0,25,75,7,8,0,fail
6,A54,0,25,75,7,8.5,0,fail
7,A54,50,25,75,7,6,50,bad
8,A54,0,25,75,7,5.5,0,fail
9,A54,0,25,75,7,5.8,0,fail
10,A54,0,25,75,7,6,0,fail
11,A54,0,25,75,7,6.8,0,fail
12,A54,0,25,75,7,8.5,0,fail
13,A54,0,25,75,7,8.2,0,fail
14,A54,0,25,75,7,8,0,fail
15,A54,0,25,75,7,6.8,0,fail
16,A54,0,25,75,7,6.2,0,fail
17,A54,0,25,75,7.2,5.5,0,fail
18,A54,0,25,75,7.2,5.2,0,fail
19,A54,0,25,75,7.2,6.7,0,fail
20,A54,0,25,75,7.2,6.2,0,fail
21,A54,0,25,75,7.2,7.5,0,fail
22,A54,0,25,75,7.2,7.2,0,fail
23,A54,0,25,75,7.2,6,0,fail
24,A54,0,25,75,7.2,6.8,0,fail
25,A54,30,25,75,7.2,4.8,80,very bad
26,A54,0,25,75,7.2,4,0,fail
27,A54,0,25,75,7.2,4.7,0,fail
28,A54,0,25,75,7,4.8,0,fail
29,A54,0,25,75,7,5,0,fail
1,A55,140,25,75,7,9.8,140,over
2,A55,0,25,75,7,6.5,0,fail
3,A55,0,25,75,7,7.2,0,fail
4,A55,0,25,75,7,7.8,0,fail
5,A55,0,25,75,7,8.5,0,fail
6,A55,0,25,75,7,8.8,0,fail
7,A55,0,25,75,7,7,0,fail
8,A55,0,25,75,7,7.2,0,fail
9,A55,0,25,75,7,6.5,0,fail
10,A55,0,25,75,7,6,0,fail
11,A55,0,25,75,7,8.2,0,fail
12,A55,0,25,75,7.2,9,0,fail
13,A55,0,25,75,7.2,8.2,0,fail
14,A55,0,25,75,7.2,8.8,0,fail
15,A55,0,25,75,7.2,6.2,0,fail
16,A55,0,25,75,7.2,6.8,0,fail
17,A55,0,25,75,7.2,5.2,0,fail
18,A55,0,25,75,7.2,5.5,0,fail
19,A55,0,25,75,7.2,5,0,fail
20,A55,0,25,75,7.2,5.8,0,fail
21,A55,0,25,75,7.2,5,0,fail
22,A55,0,25,75,7.2,4.8,0,fail
23,A55,0,25,75,7.4,4.7,0,fail
24,A55,0,25,75,7.4,6.5,0,fail
25,A55,100,25,75,7,8.3,240,very good
26,A55,0,25,75,7.4,7,0,fail
27,A55,0,25,75,7.4,7,0,fail
28,A55,0,25,75,7.4,7.5,0,fail
29,A55,0,25,75,7.4,6.2,0,fail
1,A56,10,25,75,7,4.2,10,very bad
2,A56,0,25,75,7,6.5,0,fail
3,A56,0,25,75,7,7.2,0,fail
4,A56,0,25,75,7,7.8,0,fail
5,A56,0,25,75,7,8.5,0,fail
6,A56,0,25,75,7,8.8,0,fail
7,A56,0,25,75,7,7,0,fail
8,A56,0,25,75,7,7.2,0,fail
9,A56,20,25,75,7,4.7,30,very bad
10,A56,0,25,75,7,6,0,fail
11,A56,0,25,75,7,8.2,0,fail
12,A56,0,25,75,7.2,9.6,0,fail
13,A56,0,25,75,7.2,8.5,0,fail
14,A56,0,25,75,7.2,8,0,fail
15,A56,0,25,75,7.2,7.8,0,fail
16,A56,0,25,75,7.2,7.5,0,fail
17,A56,0,25,75,7.2,7,0,fail
18,A56,0,25,75,7.2,6.8,0,fail
19,A56,0,25,75,7.2,6,0,fail
20,A56,0,25,75,7.2,5.8,0,fail
21,A56,0,25,75,7.2,5,0,fail
22,A56,0,25,75,7.2,4.8,0,fail
23,A56,0,25,75,7.4,4.7,0,fail
24,A56,0,25,75,7.4,6.5,0,fail
25,A56,20,25,75,7,4.8,50,very bad
26,A56,0,25,75,7.4,7,0,fail
27,A56,0,25,75,7.4,4.7,0,fail
28,A56,0,25,75,7.4,7.5,0,fail
29,A56,0,25,75,7.4,6.5,0,fail
1,A57,0,25,75,7,6.8,0,fail
2,A57,0,25,75,7,6.5,0,fail
3,A57,0,25,75,7,7.2,0,fail
4,A57,0,25,75,7,7.8,0,fail
5,A57,0,25,75,7,8.5,0,fail
6,A57,0,25,75,7,8.8,0,fail
7,A57,10,25,75,7,4.2,10,very bad
8,A57,0,25,75,7,7.2,0,fail
9,A57,0,25,75,7,6.5,0,fail
10,A57,0,25,75,7,6,0,fail
11,A57,20,25,75,7,4.5,30,very bad
12,A57,0,25,75,7.2,9.6,0,fail
13,A57,0,25,75,7.2,8.5,0,fail
14,A57,0,25,75,7.2,8,0,fail
15,A57,0,25,75,7.2,7.8,0,fail
16,A57,0,25,75,7.2,7.5,0,fail
17,A57,0,25,75,7.2,7,0,fail
18,A57,0,25,75,7.2,6.8,0,fail
19,A57,0,25,75,7.2,6,0,fail
20,A57,0,25,75,7.2,5.8,0,fail
21,A57,0,25,75,7.2,5,0,fail
22,A57,0,25,75,7.2,4.8,0,fail
23,A57,0,25,75,7.4,4.7,0,fail
24,A57,10,25,75,7,4,40,very bad
25,A57,0,25,75,7.4,6.2,0,fail
26,A57,0,25,75,7.4,7,0,fail
27,A57,0,25,75,7.4,4.7,0,fail
28,A57,0,25,75,7.4,7.5,0,fail
29,A57,0,25,75,7.4,6.5,0,fail
1,A58,0,25,75,7,6.8,0,fail
2,A58,0,25,75,7,6.5,0,fail
3,A58,0,25,75,7,7.2,0,fail
4,A58,0,25,75,7,7.8,0,fail
5,A58,90,25,75,7,7.9,90,good
6,A58,0,25,75,7,8.8,0,fail
7,A58,0,25,75,7,7,0,fail
8,A58,0,25,75,7,7.2,0,fail
9,A58,0,25,75,7,6.5,0,fail
10,A58,0,25,75,7,6,0,fail
11,A58,0,25,75,7,8.2,0,fail
12,A58,0,25,75,7.2,9.6,0,fail
13,A58,10,25,75,7.2,4,100,very bad
14,A58,0,25,75,7.2,8,0,fail
15,A58,0,25,75,7.2,7.8,0,fail
16,A58,0,25,75,7.2,7.5,0,fail
17,A58,0,25,75,7.2,7,0,fail
18,A58,0,25,75,7.2,6.8,0,fail
19,A58,0,25,75,7.2,6,0,fail
20,A58,0,25,75,7.2,5.8,0,fail
21,A58,0,25,75,7.2,5,0,fail
22,A58,0,25,75,7.2,6,0,fail
23,A58,0,25,75,7.2,5.8,0,fail
24,A58,80,25,75,7.2,7.8,180,good
25,A58,0,25,75,7.2,6.2,0,fail
26,A58,0,25,75,7.2,7,0,fail
27,A58,0,25,75,7.2,6.8,0,fail
28,A58,0,25,75,7.2,7.2,0,fail
29,A58,0,25,75,7.2,7,0,fail
